S. No.,Date,Region,Confirmed Cases,Active Cases,Cured/Discharged,Death
1626,16/11/2020,Arunachal Pradesh,15812,1264,14500,48
1627,17/11/2020,Arunachal Pradesh,15868,1232,14588,48
1628,18/11/2020,Arunachal Pradesh,15904,1212,14644,48
1629,19/11/2020,Arunachal Pradesh,15945,1182,14715,48
1630,20/11/2020,Arunachal Pradesh,15976,1127,14800,49
1631,21/11/2020,Arunachal Pradesh,16001,1082,14870,49
1632,22/11/2020,Arunachal Pradesh,16037,1051,14937,49
1633,23/11/2020,Arunachal Pradesh,16061,1040,14972,49
1634,24/11/2020,Arunachal Pradesh,16092,1007,15036,49
1635,25/11/2020,Arunachal Pradesh,16144,1004,15091,49
1636,26/11/2020,Arunachal Pradesh,16174,968,15157,49
1637,27/11/2020,Arunachal Pradesh,16204,926,15229,49
1638,28/11/2020,Arunachal Pradesh,16231,911,15270,50
1639,29/11/2020,Arunachal Pradesh,16262,888,15323,51
1640,30/11/2020,Arunachal Pradesh,16269,851,15364,54
1641,01/12/2020,Arunachal Pradesh,16282,817,15411,54
1642,02/12/2020,Arunachal Pradesh,16296,786,15456,54
1643,03/12/2020,Arunachal Pradesh,16320,778,15488,54
1644,04/12/2020,Arunachal Pradesh,16348,769,15525,54
1645,05/12/2020,Arunachal Pradesh,16367,751,15561,55
1646,06/12/2020,Arunachal Pradesh,16384,748,15581,55
1647,07/12/2020,Arunachal Pradesh,16395,735,15605,55
1648,08/12/2020,Arunachal Pradesh,16415,707,15653,55
1649,09/12/2020,Arunachal Pradesh,16437,692,15690,55
1650,10/12/2020,Arunachal Pradesh,16461,709,15697,55
1651,11/12/2020,Arunachal Pradesh,16479,685,15739,55
1652,12/12/2020,Arunachal Pradesh,16497,279,16163,55
1653,13/12/2020,Arunachal Pradesh,16509,269,16185,55
1654,14/12/2020,Arunachal Pradesh,16513,252,16206,55
1655,15/12/2020,Arunachal Pradesh,16536,238,16243,55
1656,17/12/2020,Arunachal Pradesh,16574,241,16278,55
1657,18/12/2020,Arunachal Pradesh,16603,258,16290,55
1658,19/12/2020,Arunachal Pradesh,16611,234,16322,55
1659,20/12/2020,Arunachal Pradesh,16629,241,16333,55
1660,21/12/2020,Arunachal Pradesh,16630,225,16350,55
1661,22/12/2020,Arunachal Pradesh,16652,227,16369,56
1662,23/12/2020,Arunachal Pradesh,16657,222,16379,56
1663,24/12/2020,Arunachal Pradesh,16669,212,16401,56
1664,25/12/2020,Arunachal Pradesh,16678,184,16438,56
1665,26/12/2020,Arunachal Pradesh,16678,168,16454,56
1666,27/12/2020,Arunachal Pradesh,16687,154,16477,56
1667,28/12/2020,Arunachal Pradesh,16689,130,16503,56
1668,29/12/2020,Arunachal Pradesh,16696,119,16521,56
1669,30/12/2020,Arunachal Pradesh,16709,115,16538,56
1670,31/12/2020,Arunachal Pradesh,16711,106,16549,56
1671,03/01/2021,Arunachal Pradesh,16727,95,16576,56
1672,04/01/2021,Arunachal Pradesh,16732,93,16583,56
1673,05/01/2021,Arunachal Pradesh,16741,87,16598,56
1674,06/01/2021,Arunachal Pradesh,16744,79,16609,56
1675,07/01/2021,Arunachal Pradesh,16753,88,16609,56
1676,08/01/2021,Arunachal Pradesh,16757,79,16622,56
1677,09/01/2021,Arunachal Pradesh,16764,77,16631,56
1678,10/01/2021,Arunachal Pradesh,16767,64,16647,56
1679,11/01/2021,Arunachal Pradesh,16772,66,16650,56
1680,12/01/2021,Arunachal Pradesh,16777,63,16658,56
1681,13/01/2021,Arunachal Pradesh,16782,61,16665,56
1682,14/01/2021,Arunachal Pradesh,16783,58,16669,56
1683,15/01/2021,Arunachal Pradesh,16798,68,16674,56
1684,16/01/2021,Arunachal Pradesh,16802,64,16682,56
1685,17/01/2021,Arunachal Pradesh,16808,62,16690,56
1686,18/01/2021,Arunachal Pradesh,16811,58,16697,56
1687,19/01/2021,Arunachal Pradesh,16812,57,16699,56
1688,20/01/2021,Arunachal Pradesh,16815,52,16707,56
1689,21/01/2021,Arunachal Pradesh,16815,46,16713,56
1690,22/01/2021,Arunachal Pradesh,16816,38,16722,56
1691,23/01/2021,Arunachal Pradesh,16817,37,16724,56
1692,24/01/2021,Arunachal Pradesh,16818,37,16725,56
1693,25/01/2021,Arunachal Pradesh,16819,18,16745,56
1694,27/01/2021,Arunachal Pradesh,16821,14,16751,56
1695,28/01/2021,Arunachal Pradesh,16824,15,16753,56
1696,29/01/2021,Arunachal Pradesh,16827,15,16756,56
1697,30/01/2021,Arunachal Pradesh,16827,13,16758,56
1698,31/01/2021,Arunachal Pradesh,16828,14,16758,56
1699,01/02/2021,Arunachal Pradesh,16828,13,16759,56
1700,02/02/2021,Arunachal Pradesh,16828,10,16762,56
1701,03/02/2021,Arunachal Pradesh,16829,11,16762,56
1702,04/02/2021,Arunachal Pradesh,16829,9,16764,56
1703,05/02/2021,Arunachal Pradesh,16829,8,16765,56
1704,06/02/2021,Arunachal Pradesh,16829,8,16765,56
1705,07/02/2021,Arunachal Pradesh,16830,7,16767,56
1706,08/02/2021,Arunachal Pradesh,16830,7,16767,56
1707,09/02/2021,Arunachal Pradesh,16831,5,16770,56
1708,10/02/2021,Arunachal Pradesh,16831,4,16771,56
1709,11/02/2021,Arunachal Pradesh,16831,4,16771,56
1710,12/02/2021,Arunachal Pradesh,16832,5,16771,56
1711,13/02/2021,Arunachal Pradesh,16832,5,16771,56
1712,14/02/2021,Arunachal Pradesh,16832,4,16772,56
1713,15/02/2021,Arunachal Pradesh,16832,3,16773,56
1714,16/02/2021,Arunachal Pradesh,16833,3,16774,56
1715,17/02/2021,Arunachal Pradesh,16833,3,16774,56
1716,18/02/2021,Arunachal Pradesh,16833,3,16774,56
1717,19/02/2021,Arunachal Pradesh,16836,5,16775,56
1718,20/02/2021,Arunachal Pradesh,16836,5,16775,56
1719,21/02/2021,Arunachal Pradesh,16836,5,16775,56
1720,22/02/2021,Arunachal Pradesh,16836,5,16775,56
1721,23/02/2021,Arunachal Pradesh,16836,5,16775,56
1722,24/02/2021,Arunachal Pradesh,16836,4,16776,56
1723,25/02/2021,Arunachal Pradesh,16836,4,16776,56
1724,26/02/2021,Arunachal Pradesh,16836,3,16777,56
1725,27/02/2021,Arunachal Pradesh,16836,3,16777,56
1726,01/03/2021,Arunachal Pradesh,16836,0,16780,56
1727,02/03/2021,Arunachal Pradesh,16837,1,16780,56
1728,03/03/2021,Arunachal Pradesh,16838,2,16780,56
1729,04/03/2021,Arunachal Pradesh,16838,2,16780,56
1730,06/03/2021,Arunachal Pradesh,16839,3,16780,56
1731,07/03/2021,Arunachal Pradesh,16839,3,16780,56
1732,08/03/2021,Arunachal Pradesh,16839,3,16780,56
1733,09/03/2021,Arunachal Pradesh,16839,3,16780,56
1734,10/03/2021,Arunachal Pradesh,16839,3,16780,56
1735,11/03/2021,Arunachal Pradesh,16840,4,16780,56
1736,13/03/2021,Arunachal Pradesh,16840,4,16780,56
1737,14/03/2021,Arunachal Pradesh,16840,3,16781,56
1738,15/03/2021,Arunachal Pradesh,16840,3,16781,56
1739,16/03/2021,Arunachal Pradesh,16840,1,16783,56
1740,17/03/2021,Arunachal Pradesh,16841,2,16783,56
1741,18/03/2021,Arunachal Pradesh,16841,2,16783,56
1742,19/03/2021,Arunachal Pradesh,16842,3,16783,56
1743,20/03/2021,Arunachal Pradesh,16842,3,16783,56
1744,21/03/2021,Arunachal Pradesh,16842,3,16783,56
1745,22/03/2021,Arunachal Pradesh,16842,3,16783,56
1746,23/03/2021,Arunachal Pradesh,16842,2,16784,56
1747,24/03/2021,Arunachal Pradesh,16842,2,16784,56
1748,25/03/2021,Arunachal Pradesh,16842,1,16785,56
1749,27/03/2021,Arunachal Pradesh,16843,2,16785,56
1750,28/03/2021,Arunachal Pradesh,16845,4,16785,56
1751,29/03/2021,Arunachal Pradesh,16845,4,16785,56
1752,30/03/2021,Arunachal Pradesh,16845,4,16785,56
1753,31/03/2021,Arunachal Pradesh,16845,4,16785,56
1754,01/04/2021,Arunachal Pradesh,16845,4,16785,56
1755,02/04/2021,Arunachal Pradesh,16845,4,16785,56
1756,03/04/2021,Arunachal Pradesh,16846,5,16785,56
1757,04/04/2021,Arunachal Pradesh,16849,8,16785,56
1758,05/04/2021,Arunachal Pradesh,16849,8,16785,56
1759,06/04/2021,Arunachal Pradesh,16851,10,16785,56
1760,07/04/2021,Arunachal Pradesh,16853,11,16786,56
1761,08/04/2021,Arunachal Pradesh,16861,17,16788,56
1762,09/04/2021,Arunachal Pradesh,16873,29,16788,56
1763,10/04/2021,Arunachal Pradesh,16875,30,16789,56
1764,11/04/2021,Arunachal Pradesh,16878,32,16790,56
1765,12/04/2021,Arunachal Pradesh,16882,36,16790,56
1766,13/04/2021,Arunachal Pradesh,16888,41,16791,56
1767,14/04/2021,Arunachal Pradesh,16902,55,16791,56
1768,15/04/2021,Arunachal Pradesh,16912,64,16792,56
1769,16/04/2021,Arunachal Pradesh,16920,66,16798,56
1770,17/04/2021,Arunachal Pradesh,16948,92,16800,56
1771,18/04/2021,Arunachal Pradesh,16967,105,16806,56
1772,19/04/2021,Arunachal Pradesh,16987,122,16809,56
1773,20/04/2021,Arunachal Pradesh,17052,176,16820,56
1774,21/04/2021,Arunachal Pradesh,17113,222,16835,56
1775,22/04/2021,Arunachal Pradesh,17186,279,16851,56
1776,23/04/2021,Arunachal Pradesh,17296,380,16860,56
1777,24/04/2021,Arunachal Pradesh,17430,453,16921,56
1778,25/04/2021,Arunachal Pradesh,17546,550,16940,56
1779,26/04/2021,Arunachal Pradesh,17607,581,16968,58
1780,27/04/2021,Arunachal Pradesh,17775,724,16993,58
1781,28/04/2021,Arunachal Pradesh,17898,819,17021,58
1782,29/04/2021,Arunachal Pradesh,18062,966,17038,58
1783,30/04/2021,Arunachal Pradesh,18256,1112,17085,59
1784,01/05/2021,Arunachal Pradesh,18419,1226,17134,59
1785,02/05/2021,Arunachal Pradesh,18636,1387,17190,59
1786,03/05/2021,Arunachal Pradesh,18738,1406,17273,59
1787,04/05/2021,Arunachal Pradesh,18958,1536,17363,59
1788,05/05/2021,Arunachal Pradesh,19192,1632,17501,59
1789,06/05/2021,Arunachal Pradesh,19412,1776,17577,59
1790,07/05/2021,Arunachal Pradesh,19634,1858,17717,59
1791,08/05/2021,Arunachal Pradesh,19802,1893,17849,60
1792,09/05/2021,Arunachal Pradesh,20046,2002,17984,60
1793,10/05/2021,Arunachal Pradesh,20165,1933,18172,60
1794,11/05/2021,Arunachal Pradesh,20370,1955,18351,64
1795,12/05/2021,Arunachal Pradesh,20575,1924,18583,68
1796,13/05/2021,Arunachal Pradesh,20854,2094,18691,69
1797,14/05/2021,Arunachal Pradesh,20854,2094,18691,69
1798,15/05/2021,Arunachal Pradesh,21110,2167,18871,72
1799,16/05/2021,Arunachal Pradesh,21622,2251,19293,78
1800,17/05/2021,Arunachal Pradesh,21802,2260,19461,81
1801,18/05/2021,Arunachal Pradesh,22106,2346,19675,85
1802,19/05/2021,Arunachal Pradesh,22462,2397,19977,88
1803,20/05/2021,Arunachal Pradesh,22799,2585,20125,89
1804,21/05/2021,Arunachal Pradesh,23159,2731,20339,89
1805,22/05/2021,Arunachal Pradesh,23553,2916,20545,92
1806,23/05/2021,Arunachal Pradesh,23867,2936,20836,95
1807,24/05/2021,Arunachal Pradesh,24093,2899,21096,98
1808,25/05/2021,Arunachal Pradesh,24573,3127,21344,102
1809,26/05/2021,Arunachal Pradesh,25002,3323,21575,104
1810,27/05/2021,Arunachal Pradesh,25376,3504,21765,107
1811,28/05/2021,Arunachal Pradesh,25820,3692,22019,109
1812,30/05/2021,Arunachal Pradesh,26778,3918,22746,114
1813,31/05/2021,Arunachal Pradesh,26950,3783,23052,115
1814,01/06/2021,Arunachal Pradesh,27272,3755,23402,115
1815,02/06/2021,Arunachal Pradesh,27642,3772,23754,116
1816,03/06/2021,Arunachal Pradesh,28018,3817,24083,118
1817,04/06/2021,Arunachal Pradesh,28382,3843,24420,119
1818,05/06/2021,Arunachal Pradesh,28786,3829,24835,122
1819,06/06/2021,Arunachal Pradesh,29113,3753,25237,123
1820,07/06/2021,Arunachal Pradesh,29336,3593,25618,125
1821,08/06/2021,Arunachal Pradesh,29696,3440,26131,125
1822,09/06/2021,Arunachal Pradesh,30000,3305,26569,126
1823,10/06/2021,Arunachal Pradesh,30247,3271,26848,128
1824,11/06/2021,Arunachal Pradesh,30492,3209,27150,133
1825,12/06/2021,Arunachal Pradesh,30850,3274,27438,138
1826,13/06/2021,Arunachal Pradesh,31148,3187,27818,143
1827,14/06/2021,Arunachal Pradesh,31282,2885,28252,145
1828,15/06/2021,Arunachal Pradesh,31648,2889,28608,151
1829,16/06/2021,Arunachal Pradesh,31938,2849,28934,155
1830,17/06/2021,Arunachal Pradesh,32188,2810,29223,155
1831,18/06/2021,Arunachal Pradesh,32483,2713,29612,158
1832,19/06/2021,Arunachal Pradesh,32692,2599,29934,159
1833,20/06/2021,Arunachal Pradesh,32923,2601,30163,159
1834,21/06/2021,Arunachal Pradesh,33081,2515,30407,159
1835,22/06/2021,Arunachal Pradesh,33375,2539,30677,159
1836,23/06/2021,Arunachal Pradesh,33664,2548,30956,160
1837,25/06/2021,Arunachal Pradesh,34214,2565,31487,162
1838,26/06/2021,Arunachal Pradesh,34480,2523,31792,165
1839,27/06/2021,Arunachal Pradesh,34767,2546,32054,167
1840,28/06/2021,Arunachal Pradesh,34932,2495,32270,167
1841,29/06/2021,Arunachal Pradesh,35227,2577,32483,167
1842,30/06/2021,Arunachal Pradesh,35571,2687,32716,168
1843,01/07/2021,Arunachal Pradesh,35857,2762,32923,172
1844,02/07/2021,Arunachal Pradesh,36168,2783,33209,176
1845,03/07/2021,Arunachal Pradesh,36572,2964,33432,176
1846,04/07/2021,Arunachal Pradesh,36937,3057,33704,176
1847,05/07/2021,Arunachal Pradesh,37105,2961,33967,177
1848,02/04/2020,Assam,1,1,0,0
1849,03/04/2020,Assam,16,16,0,0
1850,04/04/2020,Assam,24,24,0,0
1851,05/04/2020,Assam,24,24,0,0
1852,06/04/2020,Assam,26,26,0,0
1853,07/04/2020,Assam,26,26,0,0
1854,08/04/2020,Assam,27,27,0,0
1855,09/04/2020,Assam,28,28,0,0
1856,10/04/2020,Assam,29,29,0,0
1857,11/04/2020,Assam,29,28,0,1
1858,12/04/2020,Assam,29,28,0,1
1859,13/04/2020,Assam,29,28,0,1
1860,14/04/2020,Assam,31,30,0,1
1861,15/04/2020,Assam,32,31,0,1
1862,16/04/2020,Assam,33,32,0,1
1863,17/04/2020,Assam,35,29,5,1
1864,18/04/2020,Assam,35,29,5,1
1865,19/04/2020,Assam,35,22,12,1
1866,20/04/2020,Assam,35,17,17,1
1867,21/04/2020,Assam,35,15,19,1
1868,22/04/2020,Assam,35,15,19,1
1869,23/04/2020,Assam,35,15,19,1
1870,24/04/2020,Assam,36,16,19,1
1871,25/04/2020,Assam,36,16,19,1
1872,26/04/2020,Assam,36,16,19,1
1873,27/04/2020,Assam,36,8,27,1
1874,28/04/2020,Assam,36,8,27,1
1875,29/04/2020,Assam,38,10,27,1
1876,30/04/2020,Assam,38,8,29,1
1877,01/05/2020,Assam,42,12,29,1
1878,02/05/2020,Assam,43,10,32,1
1879,03/05/2020,Assam,43,10,32,1
1880,04/05/2020,Assam,43,10,32,1
1881,05/05/2020,Assam,43,10,32,1
1882,06/05/2020,Assam,43,10,32,1
1883,07/05/2020,Assam,45,12,32,1
1884,08/05/2020,Assam,54,19,34,1
1885,09/05/2020,Assam,59,24,34,1
1886,10/05/2020,Assam,63,27,34,2
1887,11/05/2020,Assam,63,27,34,2
1888,12/05/2020,Assam,65,29,34,2
1889,13/05/2020,Assam,65,24,39,2
1890,14/05/2020,Assam,80,39,39,2
1891,15/05/2020,Assam,87,46,39,2
1892,16/05/2020,Assam,90,47,41,2
1893,17/05/2020,Assam,92,49,41,2
1894,18/05/2020,Assam,101,58,41,2
1895,19/05/2020,Assam,107,64,41,2
1896,20/05/2020,Assam,142,97,41,4
1897,21/05/2020,Assam,170,118,48,4
1898,22/05/2020,Assam,203,145,54,4
1899,23/05/2020,Assam,259,201,54,4
1900,24/05/2020,Assam,329,270,55,4
1901,25/05/2020,Assam,378,319,55,4
1902,26/05/2020,Assam,526,460,62,4
1903,27/05/2020,Assam,616,550,62,4
1904,28/05/2020,Assam,781,690,87,4
1905,29/05/2020,Assam,856,748,104,4
1906,30/05/2020,Assam,1024,895,125,4
1907,31/05/2020,Assam,1185,1018,163,4
1908,01/06/2020,Assam,1272,1083,185,4
1909,02/06/2020,Assam,1390,1109,277,4
1910,03/06/2020,Assam,1513,1185,324,4
1911,04/06/2020,Assam,1672,1255,413,4
1912,05/06/2020,Assam,1988,1542,442,4
1913,06/06/2020,Assam,2153,1651,498,4
1914,07/06/2020,Assam,2397,1846,547,4
1915,08/06/2020,Assam,2565,1946,615,4
1916,09/06/2020,Assam,2776,2107,665,4
1917,10/06/2020,Assam,2937,1848,1085,4
1918,11/06/2020,Assam,3092,1839,1249,4
1919,12/06/2020,Assam,3319,1881,1432,6
1920,13/06/2020,Assam,3498,1953,1537,8
1921,14/06/2020,Assam,3718,2126,1584,8
1922,15/06/2020,Assam,4049,2081,1960,8
1923,16/06/2020,Assam,4158,1984,2166,8
1924,17/06/2020,Assam,4319,2145,2166,8
1925,18/06/2020,Assam,4605,1955,2642,8
1926,19/06/2020,Assam,4777,2114,2654,9
1927,20/06/2020,Assam,4904,1856,3039,9
1928,21/06/2020,Assam,4904,1856,3039,9
1929,22/06/2020,Assam,5388,2019,3360,9
1930,23/06/2020,Assam,5586,2056,3521,9
1931,24/06/2020,Assam,5831,2060,3762,9
1932,25/06/2020,Assam,6198,2231,3958,9
1933,26/06/2020,Assam,6321,2279,4033,9
1934,27/06/2020,Assam,6607,2339,4259,9
1935,28/06/2020,Assam,6816,2307,4500,9
1936,29/06/2020,Assam,7206,2108,5088,10
1937,30/06/2020,Assam,7752,2408,5333,11
1938,01/07/2020,Assam,8227,2568,5647,12
1939,02/07/2020,Assam,8582,2719,5851,12
1940,03/07/2020,Assam,9013,2895,6106,12
1941,04/07/2020,Assam,9673,3310,6349,14
1942,05/07/2020,Assam,10668,3997,6657,14
1943,06/07/2020,Assam,11388,4249,7125,14
1944,07/07/2020,Assam,12160,4264,7882,14
1945,08/07/2020,Assam,12522,4179,8329,14
1946,09/07/2020,Assam,13336,4591,8729,16
1947,10/07/2020,Assam,14032,5284,8726,22
1948,11/07/2020,Assam,14600,5426,9147,27
1949,12/07/2020,Assam,15536,6351,9150,35
1950,13/07/2020,Assam,16071,5610,10426,35
1951,14/07/2020,Assam,16806,5876,10894,36
1952,15/07/2020,Assam,17807,6351,11416,40
1953,16/07/2020,Assam,18666,6447,12173,46
1954,17/07/2020,Assam,19754,6818,12888,48
1955,18/07/2020,Assam,20646,6490,14105,51
1956,19/07/2020,Assam,22918,7700,15165,53
1957,20/07/2020,Assam,23999,7919,16023,57
1958,21/07/2020,Assam,25382,8229,17095,58
1959,22/07/2020,Assam,25382,7291,18033,58
1960,23/07/2020,Assam,26772,8675,18033,64
1961,24/07/2020,Assam,28791,8022,20699,70
1962,25/07/2020,Assam,29921,8084,21761,76
1963,26/07/2020,Assam,31086,7954,23055,77
1964,27/07/2020,Assam,32228,8109,24040,79
1965,28/07/2020,Assam,33576,8088,25402,86
1966,29/07/2020,Assam,34947,8241,26618,88
1967,30/07/2020,Assam,36295,8371,27832,92
1968,31/07/2020,Assam,38407,9233,29080,94
1969,01/08/2020,Assam,40269,9814,30357,98
1970,02/08/2020,Assam,41726,10183,31442,101
1971,03/08/2020,Assam,42904,10415,32384,105
1972,04/08/2020,Assam,45275,11738,33428,109
1973,05/08/2020,Assam,48161,13625,34421,115
1974,06/08/2020,Assam,50445,14432,35892,121
1975,07/08/2020,Assam,52817,15467,37224,126
1976,08/08/2020,Assam,55496,16555,38809,132
1977,09/08/2020,Assam,57714,16983,40591,140
1978,10/08/2020,Assam,58837,16367,42325,145
1979,11/08/2020,Assam,61737,18000,43586,151
1980,12/08/2020,Assam,64406,19178,45073,155
1981,13/08/2020,Assam,68999,21629,47209,161
1982,14/08/2020,Assam,71795,22243,49383,169
1983,15/08/2020,Assam,74501,22633,51693,175
1984,16/08/2020,Assam,75558,22090,53286,182
1985,17/08/2020,Assam,76875,21471,55215,189
1986,18/08/2020,Assam,79667,22736,56734,197
1987,19/08/2020,Assam,82201,23704,58294,203
1988,20/08/2020,Assam,84317,23756,60348,213
1989,21/08/2020,Assam,86052,22711,63120,221
1990,22/08/2020,Assam,87908,22085,65596,227
1991,23/08/2020,Assam,89468,21593,67641,234
1992,24/08/2020,Assam,90740,19598,70900,242
1993,25/08/2020,Assam,92619,19277,73090,252
1994,26/08/2020,Assam,94592,19518,74814,260
1995,27/08/2020,Assam,96771,19535,76962,274
1996,28/08/2020,Assam,98807,19222,79307,278
1997,29/08/2020,Assam,101367,20011,81070,286
1998,30/08/2020,Assam,103794,20995,82510,289
1999,31/08/2020,Assam,105774,21551,83927,296
2000,01/09/2020,Assam,109040,23273,85461,306
2001,02/09/2020,Assam,111724,24514,86895,315
2002,03/09/2020,Assam,115279,26227,88729,323
2003,04/09/2020,Assam,118333,27303,90700,330
2004,05/09/2020,Assam,121224,28159,92720,345
2005,06/09/2020,Assam,123922,28507,95063,352
2006,07/09/2020,Assam,125459,28273,96826,360
2007,08/09/2020,Assam,128244,28798,99076,370
2008,09/09/2020,Assam,130823,29206,101239,378
2009,10/09/2020,Assam,133066,29166,103504,396
2010,11/09/2020,Assam,135805,29690,105701,414
2011,12/09/2020,Assam,138339,29580,108329,430
2012,13/09/2020,Assam,140471,29133,110885,453
2013,14/09/2020,Assam,141763,28161,113133,469
2014,15/09/2020,Assam,144166,28630,115054,482
2015,16/09/2020,Assam,146575,29180,116903,492
2016,17/09/2020,Assam,148969,29091,119367,511
2017,18/09/2020,Assam,150349,28208,121613,528
2018,19/09/2020,Assam,152858,28631,123687,540
2019,20/09/2020,Assam,155453,29362,125543,548
2020,21/09/2020,Assam,156680,28780,127338,562
2021,22/09/2020,Assam,159320,29609,129133,578
2022,23/09/2020,Assam,161393,29857,130950,586
2023,24/09/2020,Assam,163491,30182,132712,597
2024,25/09/2020,Assam,165582,29830,135144,608
2025,26/09/2020,Assam,167374,30034,136715,625
2026,27/09/2020,Assam,169110,30162,138310,638
2027,28/09/2020,Assam,169985,29350,139980,655
2028,29/09/2020,Assam,173629,30662,142300,667
2029,30/09/2020,Assam,177221,32539,144002,680
2030,01/10/2020,Assam,180811,34496,145618,697
2031,02/10/2020,Assam,182396,34163,147522,711
2032,03/10/2020,Assam,183812,34128,148963,721
2033,04/10/2020,Assam,185444,33933,150776,735
2034,05/10/2020,Assam,186200,33324,152127,749
2035,06/10/2020,Assam,187718,33467,153491,760
2036,07/10/2020,Assam,188902,33047,155077,778
2037,08/10/2020,Assam,190209,31786,157638,785
2038,09/10/2020,Assam,191397,30767,159836,794
2039,10/10/2020,Assam,192416,29710,161904,802
2040,11/10/2020,Assam,193387,29221,163355,811
2041,12/10/2020,Assam,193783,28385,164582,816
2042,13/10/2020,Assam,195304,28439,166039,826
2043,14/10/2020,Assam,196786,28897,167059,830
2044,15/10/2020,Assam,198213,29307,168072,834
2045,16/10/2020,Assam,198982,28804,169335,843
2046,17/10/2020,Assam,199749,28631,170265,853
2047,18/10/2020,Assam,200391,28442,171084,865
2048,19/10/2020,Assam,200709,28158,171683,868
2049,20/10/2020,Assam,201407,27319,173213,875
2050,21/10/2020,Assam,202073,26775,174414,884
2051,22/10/2020,Assam,202774,25807,176078,889
2052,23/10/2020,Assam,203282,24724,177662,896
2053,24/10/2020,Assam,203709,22963,179846,900
2054,25/10/2020,Assam,203967,20271,182794,902
2055,26/10/2020,Assam,204171,17510,185755,906
2056,27/10/2020,Assam,204386,14891,188587,908
2057,28/10/2020,Assam,204789,12845,191030,914
2058,29/10/2020,Assam,205237,11803,192517,917
2059,30/10/2020,Assam,205635,11138,193574,923
2060,31/10/2020,Assam,206015,10421,194668,926
2061,01/11/2020,Assam,206351,9367,196054,930
2062,02/11/2020,Assam,206517,8802,196784,931
2063,03/11/2020,Assam,206982,8481,197569,932
2064,04/11/2020,Assam,207361,8385,198042,934
2065,05/11/2020,Assam,207741,8110,198697,934
2066,06/11/2020,Assam,208054,7662,199458,934
2067,07/11/2020,Assam,208389,7067,200384,938
2068,08/11/2020,Assam,208637,6758,200939,940
2069,09/11/2020,Assam,208789,6512,201334,943
2070,10/11/2020,Assam,209117,6328,201842,947
2071,11/11/2020,Assam,209388,5965,202471,952
2072,12/11/2020,Assam,209633,5371,203308,954
2073,13/11/2020,Assam,209835,4799,204079,957
2074,14/11/2020,Assam,210068,4389,204721,958
2075,15/11/2020,Assam,210175,3964,205250,961
2076,16/11/2020,Assam,210268,3666,205639,963
2077,17/11/2020,Assam,210454,3446,206044,964
2078,18/11/2020,Assam,210696,3329,206401,966
2079,19/11/2020,Assam,210865,3285,206611,969
2080,20/11/2020,Assam,211040,3193,206878,969
2081,21/11/2020,Assam,211204,3204,207029,971
2082,22/11/2020,Assam,211427,3232,207222,973
2083,23/11/2020,Assam,211513,3142,207397,974
2084,24/11/2020,Assam,211682,3179,207528,975
2085,25/11/2020,Assam,211839,3214,207649,976
2086,26/11/2020,Assam,212021,3277,207766,978
2087,27/11/2020,Assam,212171,3285,207908,978
2088,28/11/2020,Assam,212320,3272,208068,980
2089,29/11/2020,Assam,212483,3313,208190,980
2090,30/11/2020,Assam,212617,3350,208286,981
2091,01/12/2020,Assam,212776,3399,208396,981
2092,02/12/2020,Assam,212998,3486,208531,981
2093,03/12/2020,Assam,213171,3519,208669,983
2094,04/12/2020,Assam,213336,3505,208846,985
2095,05/12/2020,Assam,213505,3551,208967,987
2096,06/12/2020,Assam,213662,3543,209130,989
2097,07/12/2020,Assam,213759,3552,209214,993
2098,08/12/2020,Assam,213925,3585,209345,995
2099,09/12/2020,Assam,214019,3575,209447,997
2100,10/12/2020,Assam,214165,3542,209625,998
2101,11/12/2020,Assam,214305,3516,209790,999
2102,12/12/2020,Assam,214432,3493,209939,1000
2103,13/12/2020,Assam,214584,3527,210057,1000
2104,14/12/2020,Assam,214657,3481,210174,1002
2105,15/12/2020,Assam,214803,3501,210299,1003
2106,17/12/2020,Assam,215042,3544,210491,1007
2107,18/12/2020,Assam,215148,3523,210615,1010
2108,19/12/2020,Assam,215250,3539,210700,1011
2109,20/12/2020,Assam,215346,3526,210808,1012
2110,21/12/2020,Assam,215409,3520,210872,1017
2111,22/12/2020,Assam,215510,3525,210965,1020
2112,23/12/2020,Assam,215585,3483,211078,1024
2113,24/12/2020,Assam,215680,3470,211181,1029
2114,25/12/2020,Assam,215775,3456,211286,1033
2115,26/12/2020,Assam,215836,3422,211381,1033
2116,27/12/2020,Assam,215910,3389,211486,1035
2117,28/12/2020,Assam,215939,3356,211546,1037
2118,29/12/2020,Assam,215997,3323,211636,1038
2119,30/12/2020,Assam,216063,3300,211723,1040
2120,31/12/2020,Assam,216139,3258,211838,1043
2121,03/01/2021,Assam,216289,3166,212072,1051
2122,04/01/2021,Assam,216304,3120,212132,1052
2123,05/01/2021,Assam,216340,3087,212199,1054
2124,06/01/2021,Assam,216381,3075,212249,1057
2125,07/01/2021,Assam,216424,3039,212328,1057
2126,08/01/2021,Assam,216481,3046,212376,1059
2127,09/01/2021,Assam,216531,3042,212430,1059
2128,10/01/2021,Assam,216565,3019,212486,1060
2129,11/01/2021,Assam,216590,3014,212515,1061
2130,12/01/2021,Assam,216635,2992,212579,1064
2131,13/01/2021,Assam,216690,2994,212632,1064
2132,14/01/2021,Assam,216743,3003,212675,1065
2133,15/01/2021,Assam,216762,2991,212706,1065
